,educ,fdm01a,di01a,pa02a
1825,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
1826,"VOLKS-,HAUPTSCHULE",WEISS NICHT,360,WENIG
1827,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
1828,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
1829,MITTLERE REIFE,WEISS NICHT,900,MITTEL
1830,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,MITTEL
1831,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1832,HOCHSCHULREIFE,DEUTSCHLAND,6000,SEHR STARK
1833,HOCHSCHULREIFE,DEUTSCHLAND,3500,SEHR STARK
1834,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1835,MITTLERE REIFE,DEUTSCHLAND,2500,STARK
1836,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
1837,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,KEIN EINKOMMEN,STARK
1838,MITTLERE REIFE,DEUTSCHLAND,650,WENIG
1839,MITTLERE REIFE,DEUTSCHLAND,2000,MITTEL
1840,FACHHOCHSCHULREIFE,GRIECHENLAND,KEIN EINKOMMEN,UEBERHAUPT NICHT
1841,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
1842,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1843,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
1844,HOCHSCHULREIFE,SOWJETUNION,1700,WENIG
1845,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2200,WENIG
1846,MITTLERE REIFE,DEUTSCHLAND,800,WENIG
1847,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
1848,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1849,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1850,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,UEBERHAUPT NICHT
1851,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
1852,MITTLERE REIFE,DEUTSCHLAND,2000,SEHR STARK
1853,MITTLERE REIFE,SOWJETUNION,2600,SEHR STARK
1854,HOCHSCHULREIFE,DEUTSCHLAND,3000,MITTEL
1855,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,200,MITTEL
1856,HOCHSCHULREIFE,TUERKEI,550,STARK
1857,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1858,HOCHSCHULREIFE,DEUTSCHLAND,300,STARK
1859,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,WENIG
1860,FACHHOCHSCHULREIFE,DEUTSCHLAND,4500,MITTEL
1861,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1862,MITTLERE REIFE,DEUTSCHLAND,750,STARK
1863,HOCHSCHULREIFE,DEUTSCHLAND,660,SEHR STARK
1864,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,WENIG
1865,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1866,HOCHSCHULREIFE,SOWJETUNION,400,MITTEL
1867,"VOLKS-,HAUPTSCHULE",SOWJETUNION,1980,WENIG
1868,HOCHSCHULREIFE,DEUTSCHLAND,2000,SEHR STARK
1869,MITTLERE REIFE,DEUTSCHLAND,1400,MITTEL
1870,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
1871,HOCHSCHULREIFE,IRAN,VERWEIGERT,SEHR STARK
1872,HOCHSCHULREIFE,DEUTSCHLAND,2600,MITTEL
1873,OHNE ABSCHLUSS,DEUTSCHLAND,399,WENIG
1874,HOCHSCHULREIFE,DEUTSCHLAND,1200,WENIG
1875,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,STARK
1876,MITTLERE REIFE,DEUTSCHLAND,590,MITTEL
1877,HOCHSCHULREIFE,NIEDERLANDE,VERWEIGERT,WENIG
1878,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1879,"VOLKS-,HAUPTSCHULE",MAZEDONIEN,966,UEBERHAUPT NICHT
1880,HOCHSCHULREIFE,DEUTSCHLAND,400,WENIG
1881,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,WENIG
1882,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,STARK
1883,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,UEBERHAUPT NICHT
1884,HOCHSCHULREIFE,DEUTSCHLAND,1600,SEHR STARK
1885,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,4300,SEHR STARK
1886,FACHHOCHSCHULREIFE,DEUTSCHLAND,875,SEHR STARK
1887,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1888,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
1889,HOCHSCHULREIFE,DEUTSCHLAND,2400,SEHR STARK
1890,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,700,MITTEL
1891,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
1892,HOCHSCHULREIFE,DEUTSCHLAND,500,MITTEL
1893,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
1894,HOCHSCHULREIFE,WEISS NICHT,KEIN EINKOMMEN,UEBERHAUPT NICHT
1895,MITTLERE REIFE,OESTERREICH,VERWEIGERT,WENIG
1896,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1897,HOCHSCHULREIFE,DEUTSCHLAND,4000,WENIG
1898,HOCHSCHULREIFE,DEUTSCHLAND,3200,STARK
1899,MITTLERE REIFE,WEISS NICHT,1100,WENIG
1900,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,200,UEBERHAUPT NICHT
1901,MITTLERE REIFE,FRANKREICH,KEIN EINKOMMEN,SEHR STARK
1902,MITTLERE REIFE,RUMAENIEN,1550,WENIG
1903,FACHHOCHSCHULREIFE,DEUTSCHLAND,1400,MITTEL
1904,HOCHSCHULREIFE,DEUTSCHLAND,1700,SEHR STARK
1905,MITTLERE REIFE,DEUTSCHLAND,440,SEHR STARK
1906,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,700,STARK
1907,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1908,OHNE ABSCHLUSS,KEINE ANGABE,1100,UEBERHAUPT NICHT
1909,MITTLERE REIFE,DEUTSCHLAND,2200,STARK
1910,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,530,MITTEL
1911,FACHHOCHSCHULREIFE,TUERKEI,KEIN EINKOMMEN,SEHR STARK
1912,HOCHSCHULREIFE,DEUTSCHLAND,2000,SEHR STARK
1913,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1300,MITTEL
1914,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1915,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1916,HOCHSCHULREIFE,LUXEMBURG,KEIN EINKOMMEN,MITTEL
1917,HOCHSCHULREIFE,DEUTSCHLAND,2300,MITTEL
1918,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1300,WENIG
1919,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,UEBERHAUPT NICHT
1920,FACHHOCHSCHULREIFE,DEUTSCHLAND,1500,MITTEL
1921,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2500,MITTEL
1922,HOCHSCHULREIFE,DEUTSCHLAND,65,STARK
1923,MITTLERE REIFE,SOWJETUNION,1300,WENIG
1924,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,380,MITTEL
1925,MITTLERE REIFE,DEUTSCHLAND,3900,SEHR STARK
1926,MITTLERE REIFE,DEUTSCHLAND,1900,MITTEL
1927,HOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
1928,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
1929,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1930,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1931,OHNE ABSCHLUSS,DEUTSCHLAND,500,UEBERHAUPT NICHT
1932,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
1933,HOCHSCHULREIFE,DEUTSCHLAND,2300,STARK
1934,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
1935,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1900,MITTEL
1936,"VOLKS-,HAUPTSCHULE",OESTERREICH,VERWEIGERT,MITTEL
1937,HOCHSCHULREIFE,SPANIEN,1800,MITTEL
1938,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
1939,FACHHOCHSCHULREIFE,USA,2000,MITTEL
1940,HOCHSCHULREIFE,TUERKEI,2600,STARK
1941,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,STARK
1942,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1200,WENIG
1943,MITTLERE REIFE,DEUTSCHLAND,2500,STARK
1944,HOCHSCHULREIFE,DEUTSCHLAND,3300,WENIG
1945,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2400,STARK
1946,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,WENIG
1947,OHNE ABSCHLUSS,DEUTSCHLAND,578,UEBERHAUPT NICHT
1948,HOCHSCHULREIFE,POLEN,900,MITTEL
1949,HOCHSCHULREIFE,DEUTSCHLAND,1400,MITTEL
1950,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1951,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1952,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1953,MITTLERE REIFE,POLEN,2400,UEBERHAUPT NICHT
1954,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1955,MITTLERE REIFE,DEUTSCHLAND,450,MITTEL
1956,MITTLERE REIFE,DEUTSCHLAND,560,UEBERHAUPT NICHT
1957,HOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
1958,"VOLKS-,HAUPTSCHULE",FRANKREICH,674,UEBERHAUPT NICHT
1959,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
1960,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
1961,FACHHOCHSCHULREIFE,DEUTSCHLAND,2700,MITTEL
1962,MITTLERE REIFE,DEUTSCHLAND,1200,UEBERHAUPT NICHT
1963,MITTLERE REIFE,GRIECHENLAND,VERWEIGERT,MITTEL
1964,FACHHOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1965,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,WENIG
1966,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,WENIG
1967,MITTLERE REIFE,DEUTSCHLAND,1700,SEHR STARK
1968,HOCHSCHULREIFE,POLEN,VERWEIGERT,MITTEL
1969,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
1970,FACHHOCHSCHULREIFE,DEUTSCHLAND,700,MITTEL
1971,HOCHSCHULREIFE,DEUTSCHLAND,500,MITTEL
1972,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,KEIN EINKOMMEN,MITTEL
1973,"VOLKS-,HAUPTSCHULE",NIGERIA,1040,STARK
1974,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,730,STARK
1975,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1700,MITTEL
1976,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2200,MITTEL
1977,MITTLERE REIFE,DEUTSCHLAND,2050,STARK
1978,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,400,MITTEL
1979,FACHHOCHSCHULREIFE,JUGOSLAWIEN,450,MITTEL
1980,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
1981,MITTLERE REIFE,DEUTSCHLAND,2400,STARK
1982,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1983,HOCHSCHULREIFE,DEUTSCHLAND,3500,MITTEL
1984,HOCHSCHULREIFE,DEUTSCHLAND,2600,WENIG
1985,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
1986,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1987,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1500,SEHR STARK
1988,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
1989,MITTLERE REIFE,DEUTSCHLAND,700,MITTEL
1990,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
1991,OHNE ABSCHLUSS,SOWJETUNION,516,WENIG
1992,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1993,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1994,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,485,MITTEL
1995,MITTLERE REIFE,DEUTSCHLAND,1300,MITTEL
1996,MITTLERE REIFE,DEUTSCHLAND,500,UEBERHAUPT NICHT
1997,MITTLERE REIFE,DEUTSCHLAND,2300,MITTEL
1998,HOCHSCHULREIFE,DEUTSCHLAND,620,STARK
1999,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2400,STARK
2000,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2001,HOCHSCHULREIFE,DEUTSCHLAND,1080,STARK
2002,MITTLERE REIFE,DEUTSCHLAND,800,MITTEL
2003,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2004,HOCHSCHULREIFE,DEUTSCHLAND,550,MITTEL
2005,MITTLERE REIFE,DEUTSCHLAND,1100,WENIG
2006,HOCHSCHULREIFE,DEUTSCHLAND,380,STARK
2007,HOCHSCHULREIFE,DEUTSCHLAND,1400,SEHR STARK
2008,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1900,MITTEL
2009,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,MITTEL
2010,HOCHSCHULREIFE,DEUTSCHLAND,670,STARK
2011,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2012,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,3000,MITTEL
2013,MITTLERE REIFE,SOWJETUNION,900,SEHR STARK
2014,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,2000,WENIG
2015,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1050,WENIG
2016,FACHHOCHSCHULREIFE,DEUTSCHLAND,1200,WENIG
2017,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,466,UEBERHAUPT NICHT
2018,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2019,HOCHSCHULREIFE,POLEN,1800,MITTEL
2020,MITTLERE REIFE,DEUTSCHLAND,1200,STARK
2021,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,STARK
2022,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,520,MITTEL
2023,"VOLKS-,HAUPTSCHULE",TSCHECHOSLOWAKEI,1100,WENIG
2024,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
2025,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,WENIG
2026,FACHHOCHSCHULREIFE,DEUTSCHLAND,5000,STARK
2027,FACHHOCHSCHULREIFE,DEUTSCHLAND,100,MITTEL
2028,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2029,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,600,MITTEL
2030,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2031,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,3400,STARK
2032,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,700,WENIG
2033,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2034,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,800,MITTEL
2035,MITTLERE REIFE,DEUTSCHLAND,4000,WENIG
2036,HOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
2037,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
2038,MITTLERE REIFE,DEUTSCHLAND,650,WENIG
2039,HOCHSCHULREIFE,DEUTSCHLAND,400,STARK
2040,FACHHOCHSCHULREIFE,DEUTSCHLAND,2300,WENIG
2041,ANDERER ABSCHLUSS,SOWJETUNION,600,UEBERHAUPT NICHT
2042,FACHHOCHSCHULREIFE,DEUTSCHLAND,1700,MITTEL
2043,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,750,UEBERHAUPT NICHT
2044,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
2045,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
2046,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
2047,FACHHOCHSCHULREIFE,DEUTSCHLAND,3000,STARK
2048,MITTLERE REIFE,DEUTSCHLAND,1800,MITTEL
2049,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2050,HOCHSCHULREIFE,DEUTSCHLAND,830,MITTEL
2051,MITTLERE REIFE,DEUTSCHLAND,700,UEBERHAUPT NICHT
2052,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,MITTEL
2053,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2054,HOCHSCHULREIFE,LIBYEN,1700,WENIG
2055,"VOLKS-,HAUPTSCHULE",OESTERREICH,450,MITTEL
2056,HOCHSCHULREIFE,DEUTSCHLAND,2400,STARK
2057,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2058,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1833,STARK
2059,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,MITTEL
2060,HOCHSCHULREIFE,DEUTSCHLAND,4000,MITTEL
2061,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2062,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1980,WENIG
2063,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2064,FACHHOCHSCHULREIFE,SOWJETUNION,2400,MITTEL
2065,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,880,UEBERHAUPT NICHT
2066,"VOLKS-,HAUPTSCHULE",POLEN,1900,WENIG
2067,MITTLERE REIFE,DEUTSCHLAND,2250,MITTEL
2068,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,UEBERHAUPT NICHT
2069,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2070,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2071,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,SEHR STARK
2072,MITTLERE REIFE,DEUTSCHLAND,1400,UEBERHAUPT NICHT
2073,MITTLERE REIFE,DEUTSCHLAND,800,MITTEL
2074,FACHHOCHSCHULREIFE,RUMAENIEN,1700,WENIG
2075,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,WENIG
2076,MITTLERE REIFE,DEUTSCHLAND,2200,MITTEL
2077,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
2078,MITTLERE REIFE,DEUTSCHLAND,950,MITTEL
2079,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,665,MITTEL
2080,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2081,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2200,MITTEL
2082,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2083,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2084,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
2085,MITTLERE REIFE,DEUTSCHLAND,1700,MITTEL
2086,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2087,MITTLERE REIFE,DEUTSCHLAND,400,STARK
2088,MITTLERE REIFE,DEUTSCHLAND,350,SEHR STARK
2089,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,3000,STARK
2090,FACHHOCHSCHULREIFE,DEUTSCHLAND,2100,STARK
2091,MITTLERE REIFE,LIBANON,650,WENIG
2092,HOCHSCHULREIFE,DEUTSCHLAND,450,SEHR STARK
2093,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2094,FACHHOCHSCHULREIFE,DEUTSCHLAND,800,SEHR STARK
2095,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2500,WENIG
2096,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2097,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
2098,MITTLERE REIFE,DEUTSCHLAND,922,SEHR STARK
2099,HOCHSCHULREIFE,FRANKREICH,7000,STARK
2100,FACHHOCHSCHULREIFE,TUERKEI,600,MITTEL
2101,HOCHSCHULREIFE,DEUTSCHLAND,300,WENIG
2102,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
2103,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,UEBERHAUPT NICHT
2104,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,STARK
2105,HOCHSCHULREIFE,DEUTSCHLAND,1800,SEHR STARK
2106,FACHHOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2107,FACHHOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2108,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,STARK
2109,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2110,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2111,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1300,SEHR STARK
2112,FACHHOCHSCHULREIFE,DEUTSCHLAND,1500,STARK
2113,MITTLERE REIFE,DEUTSCHLAND,820,MITTEL
2114,HOCHSCHULREIFE,DEUTSCHLAND,1500,STARK
2115,ANDERER ABSCHLUSS,DEUTSCHLAND,VERWEIGERT,STARK
2116,ANDERER ABSCHLUSS,SOWJETUNION,700,MITTEL
2117,HOCHSCHULREIFE,DEUTSCHLAND,2300,WENIG
2118,HOCHSCHULREIFE,NIGERIA,3000,STARK
2119,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,MITTEL
2120,HOCHSCHULREIFE,DEUTSCHLAND,6000,WENIG
2121,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2122,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,STARK
2123,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2300,STARK
2124,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1200,STARK
2125,FACHHOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2126,"VOLKS-,HAUPTSCHULE",RUMAENIEN,1200,STARK
2127,OHNE ABSCHLUSS,DEUTSCHLAND,600,UEBERHAUPT NICHT
2128,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2129,MITTLERE REIFE,DEUTSCHLAND,950,STARK
2130,MITTLERE REIFE,DEUTSCHLAND,1500,WENIG
2131,FACHHOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2132,HOCHSCHULREIFE,DEUTSCHLAND,6500,STARK
2133,HOCHSCHULREIFE,DEUTSCHLAND,1400,MITTEL
2134,MITTLERE REIFE,DEUTSCHLAND,2500,MITTEL
2135,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2136,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,MITTEL
2137,NOCH SCHUELER,DEUTSCHLAND,400,SEHR STARK
2138,MITTLERE REIFE,DEUTSCHLAND,200,MITTEL
2139,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,UEBERHAUPT NICHT
2140,HOCHSCHULREIFE,DEUTSCHLAND,650,STARK
2141,MITTLERE REIFE,DEUTSCHLAND,880,MITTEL
2142,FACHHOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,SEHR STARK
2143,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2144,HOCHSCHULREIFE,TUERKEI,1200,MITTEL
2145,MITTLERE REIFE,DEUTSCHLAND,1350,MITTEL
2146,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1400,WENIG
2147,FACHHOCHSCHULREIFE,DEUTSCHLAND,650,STARK
2148,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2149,MITTLERE REIFE,DEUTSCHLAND,1460,MITTEL
2150,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2151,HOCHSCHULREIFE,DEUTSCHLAND,450,MITTEL
2152,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2153,FACHHOCHSCHULREIFE,DEUTSCHLAND,1200,SEHR STARK
2154,FACHHOCHSCHULREIFE,RUMAENIEN,990,WENIG
2155,HOCHSCHULREIFE,DEUTSCHLAND,4000,STARK
2156,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1700,STARK
2157,HOCHSCHULREIFE,NORWEGEN,VERWEIGERT,STARK
2158,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,SEHR STARK
2159,MITTLERE REIFE,DEUTSCHLAND,553,WENIG
2160,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
2161,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,300,WENIG
2162,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,UEBERHAUPT NICHT
2163,MITTLERE REIFE,DEUTSCHLAND,760,MITTEL
2164,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2165,MITTLERE REIFE,DEUTSCHLAND,1800,MITTEL
2166,MITTLERE REIFE,SOWJETUNION,VERWEIGERT,MITTEL
2167,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,MITTEL
2168,HOCHSCHULREIFE,DEUTSCHLAND,3000,STARK
2169,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2170,MITTLERE REIFE,MAROKKO,KEIN EINKOMMEN,WENIG
2171,FACHHOCHSCHULREIFE,DEUTSCHLAND,1200,STARK
2172,HOCHSCHULREIFE,DEUTSCHLAND,4000,MITTEL
2173,MITTLERE REIFE,DEUTSCHLAND,2800,SEHR STARK
2174,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,SEHR STARK
2175,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2176,MITTLERE REIFE,SOWJETUNION,2000,UEBERHAUPT NICHT
2177,MITTLERE REIFE,DEUTSCHLAND,1400,SEHR STARK
2178,MITTLERE REIFE,DEUTSCHLAND,900,STARK
2179,MITTLERE REIFE,DEUTSCHLAND,735,MITTEL
2180,HOCHSCHULREIFE,DEUTSCHLAND,3300,SEHR STARK
